xy,trap,time,yfpmean,area,yfpmean5by5,yfpsd5by5,yfpmax5by5,num5by5
24,9,17,0.00320084423182532,404,0.00320540234307151,1.03862096401274e-05,0.00322880903334096,235
24,9,18,0.00320526240997809,422,0.00320969087714147,8.46804926351229e-06,0.00323552300297551,251
24,9,19,0.00320171884565137,422,0.00320808108072782,9.47484572164546e-06,0.0032300297550927,251
24,9,20,0.00319400700124041,426,0.00319831521021725,9.97565579120049e-06,0.00322087434195468,252
24,9,21,0.00319157128882498,426,0.00319648170552268,1.27933354865397e-05,0.0032300297550927,252
24,9,22,0.00318723715349751,426,0.00318783492644788,1.17607783164073e-05,0.00321782253757534,252
24,9,23,0.00319364880823814,426,0.00319629278429919,1.07758972883787e-05,0.00321904325932708,252
24,9,24,0.00319238518292458,432,0.0031961192403846,1.17884340091164e-05,0.00322453650720989,258
24,9,25,0.00320118031360115,432,0.0032037534828126,9.52884500891669e-06,0.00322880903334096,258
24,9,26,0.00319701234002751,432,0.00320172131229954,1.47904112870668e-05,0.00324040588998245,258
24,9,27,0.00319337419360307,432,0.00319754341576162,1.59779374851967e-05,0.00324101625085832,258
24,9,28,0.00319545496931626,396,0.00320010880346048,1.56396751055969e-05,0.00324834058136873,230
